GO:0022613	biological_process	ribonucleoprotein complex biogenesis
GO:0034660	biological_process	ncRNA metabolic process
GO:0034654	biological_process	nucleobase-containing compound biosynthetic process
GO:0034641	biological_process	cellular nitrogen compound metabolic process
GO:0007049	biological_process	cell cycle
GO:0007097	biological_process	nuclear migration
GO:0046688	biological_process	response to copper ion
GO:0009888	biological_process	tissue development
GO:0009856	biological_process	pollination
GO:0009790	biological_process	embryo development
GO:0009793	biological_process	embryo development ending in seed dormancy
GO:0009791	biological_process	post-embryonic development
GO:0071705	biological_process	nitrogen compound transport
GO:0071704	biological_process	organic substance metabolic process
GO:0071702	biological_process	organic substance transport
GO:0007154	biological_process	cell communication
GO:0007165	biological_process	signal transduction
GO:0019184	biological_process	nonribosomal peptide biosynthetic process
GO:1900619	biological_process	acetate ester metabolic process
GO:0071495	biological_process	cellular response to endogenous stimulus
GO:0009416	biological_process	response to light stimulus
GO:0009409	biological_process	response to cold
GO:0009407	biological_process	toxin catabolic process
GO:0010467	biological_process	gene expression
GO:0009451	biological_process	RNA modification
GO:0022414	biological_process	reproductive process
GO:0034470	biological_process	ncRNA processing
GO:0046483	biological_process	heterocycle metabolic process
GO:0046417	biological_process	chorismate metabolic process
GO:0046434	biological_process	organophosphate catabolic process
GO:0022607	biological_process	cellular component assembly
GO:0009636	biological_process	response to toxic substance
GO:0009628	biological_process	response to abiotic stimulus
GO:0009642	biological_process	response to light intensity
GO:0009646	biological_process	response to absence of light
GO:0009611	biological_process	response to wounding
GO:0009607	biological_process	response to biotic stimulus
GO:0009605	biological_process	response to external stimulus
GO:0009620	biological_process	response to fungus
GO:0009625	biological_process	response to insect
GO:0009617	biological_process	response to bacterium
GO:0010582	biological_process	floral meristem determinacy
GO:0032502	biological_process	developmental process
GO:0032501	biological_process	multicellular organismal process
GO:0044419	biological_process	biological process involved in interspecies interaction between organisms
GO:0007623	biological_process	circadian rhythm
GO:0019637	biological_process	organophosphate metabolic process
GO:0019684	biological_process	photosynthesis, light reaction
GO:0044550	biological_process	secondary metabolite biosynthetic process
GO:0009908	biological_process	flower development
GO:0009956	biological_process	radial pattern formation
GO:0046907	biological_process	intracellular transport
